donor_name_e,recipient_name_e,value,marker
Sweden,Mali,18.8989336372,drr
Norway,Ethiopia,18.562430764,drr
France,Côte d'Ivoire,17.0130338715,drr
Italy,Afghanistan,16.7158141133,drr
Ireland,Malawi,15.6715492953,drr
Netherlands,Afghanistan,15.1546451643,drr
Switzerland,Somalia,14.5529740047,drr
Australia,Indonesia,14.2569758887,drr
Australia,Papua New Guinea,13.9383064037,drr
Australia,Myanmar,13.7183756924,drr
Australia,Afghanistan,12.9274873739,drr
Japan,Afghanistan,12.4872227207,drr
Australia,Timor-Leste,12.0651336329,drr
Sweden,South Sudan,11.9461797989,drr
United States,Sudan,11.9185189189,drr
Switzerland,Lao People's Democratic Republic,11.7522783943,drr
New Zealand,Niue,11.7474131597,drr
United States,Zimbabwe,11.729339512,drr
United Kingdom,Democratic Republic of the Congo,11.6603816091,drr
United States,Bangladesh,11.4980893573,drr
Sweden,Kenya,11.0956945039,drr
Denmark,Mali,10.387915118,drr
France,Madagascar,10.2846261182,drr
United Kingdom,South Sudan,10.2367965155,drr
United Kingdom,Nepal,10.1750603237,drr
Norway,South Sudan,10.0431272925,drr
Netherlands,Bangladesh,10.0320949468,drr
Norway,Niger,10.0251114831,drr
Switzerland,Bangladesh,9.7986472508,drr
Australia,Solomon Islands,9.6914142055,drr
Sweden,Yemen,9.4678370554,drr
Norway,Democratic Republic of the Congo,9.4447006836,drr
France,Lebanon,9.2874421047,drr
Norway,Malawi,9.0996193826,drr
Australia,Fiji,8.9796292423,drr
Norway,Sudan,8.3925573421,drr
Switzerland,Tajikistan,8.3879166099,drr
United States,Haiti,8.0718369032,drr
Finland,Ethiopia,8.0117249466,drr
Japan,Nepal,7.9898810462,drr
Ireland,Mozambique,7.882592365,drr
New Zealand,Vanuatu,7.7434054772,drr
Norway,Mali,7.7314478122,drr
Switzerland,Bolivia,7.7304316014,drr
Switzerland,Viet Nam,7.7010381933,drr
United States,Philippines,7.6837875356,drr
Australia,Vanuatu,7.6444748513,drr
Switzerland,Afghanistan,7.5964705979,drr
Switzerland,Myanmar,7.5868507854,drr
Denmark,Afghanistan,7.408075791,drr
Netherlands,South Sudan,7.1210580905,drr
Ireland,Tanzania,7.0927174698,drr
United States,Mozambique,7.0917140597,drr
Portugal,Angola,6.9445504659,drr
Switzerland,Ethiopia,6.621249651,drr
Italy,Somalia,6.4221916368,drr
New Zealand,Fiji,6.2156565646,drr
United Kingdom,Malawi,6.118474609,drr
United States,Yemen,6.0517139325,drr
Austria,Mozambique,6.0416462545,drr
Netherlands,Burundi,5.8791694971,drr
Austria,Ethiopia,5.8058921443,drr
Netherlands,Somalia,5.6369398065,drr
Switzerland,Albania,5.5647717075,drr
Japan,Moldova,5.5082825736,drr
Japan,Kyrgyzstan,5.2310956448,drr
Norway,Lebanon,5.1788442358,drr
Canada,Tanzania,5.1464397405,drr
Norway,Syrian Arab Republic,5.0906618309,drr
Italy,Lebanon,5.0734933061,drr
Canada,Mozambique,5.0577080208,drr
Denmark,Lebanon,4.9967994929,drr
United Kingdom,Bangladesh,4.8697140128,drr
New Zealand,Kiribati,4.7309350557,drr
Italy,Mozambique,4.6913730887,drr
New Zealand,Cambodia,4.5700211851,drr
United Kingdom,China (People's Republic of),4.3462855893,drr
New Zealand,Solomon Islands,4.0980861181,drr
Ireland,Sierra Leone,4.0953730077,drr
Norway,Mozambique,4.0846941405,drr
Spain,West Bank and Gaza Strip,4.0815010463,drr
Austria,Yemen,3.8118367929,drr
Italy,Libya,3.7817969081,drr
Ireland,Uganda,3.7318770498,drr
United Kingdom,India,3.6494645918,drr
Australia,Sri Lanka,3.5756636198,drr
Iceland,Malawi,3.385629971,drr
Spain,Honduras,3.0993594179,drr
Denmark,Uganda,3.071802967,drr
Netherlands,Yemen,3.0002420588,drr
Italy,Ethiopia,2.9862519197,drr
Italy,Chad,2.9378709196,drr
New Zealand,Tokelau,2.9017598395,drr
Portugal,Mozambique,2.7563162057,drr
New Zealand,Viet Nam,2.7497987657,drr
Australia,Tonga,2.7190845626,drr
United Kingdom,Ethiopia,2.605916302,drr
Denmark,Kenya,2.4574423736,drr
Finland,Syrian Arab Republic,2.4239754779,drr
Italy,West Bank and Gaza Strip,2.3471555758,drr
New Zealand,Myanmar,2.2404536062,drr
Italy,Niger,2.2005396725,drr
France,Libya,2.1622145934,drr
Ireland,South Sudan,2.1525112889,drr
Ireland,Bangladesh,2.1506476046,drr
Poland,Albania,2.1289415234,drr
Finland,Iraq,2.1246287737,drr
Spain,Philippines,2.1166920876,drr
Canada,Jordan,2.0611394933,drr
Portugal,Guinea-Bissau,2.0585475642,drr
New Zealand,Papua New Guinea,2.0196676055,drr
Spain,Haiti,2.0036212377,drr
Ireland,Sudan,2.0028635621,drr
Ireland,Niger,1.9298358627,drr
Austria,Libya,1.9229574476,drr
Italy,Bosnia and Herzegovina,1.8620872259,drr
Finland,Uzbekistan,1.8553886374,drr
Spain,El Salvador,1.7523220138,drr
Portugal,Rwanda,1.74152841,drr
Spain,Senegal,1.7065002015,drr
Denmark,Somalia,1.6382949157,drr
Slovenia,Nigeria,1.4539290698,drr
Spain,Guatemala,1.4499122974,drr
Spain,Morocco,1.4357199438,drr
Spain,Colombia,1.4186452549,drr
Austria,Burkina Faso,1.3460024215,drr
Netherlands,West Bank and Gaza Strip,1.338412235,drr
Canada,Democratic Republic of the Congo,1.3311088925,drr
Canada,South Sudan,1.330461151,drr
Portugal,Egypt,1.3127099342,drr
Spain,Ethiopia,1.2800422516,drr
Austria,Tunisia,1.2668258085,drr
Iceland,Uganda,1.2606339048,drr
Austria,Uganda,1.228786217,drr
Denmark,Albania,1.2287211868,drr
Canada,Bolivia,1.2203450869,drr
Finland,Ukraine,1.1970249274,drr
France,Haiti,1.1684949487,drr
Canada,Peru,1.1089335397,drr
Portugal,Senegal,1.0891840668,drr
Austria,Georgia,1.0881613046,drr
Poland,Ukraine,1.0104645484,drr
Finland,Sudan,0.9814880625,drr
Canada,Nicaragua,0.9613416338,drr
Slovenia,Egypt,0.9341781615,drr
Austria,Pakistan,0.9184487112,drr
Canada,Lebanon,0.8873171966,drr
Slovenia,Congo,0.8579163126,drr
Portugal,Timor-Leste,0.8398599359,drr
France,Senegal,0.837366783,drr
Slovenia,Bosnia and Herzegovina,0.812690202,drr
Lithuania,Viet Nam,0.7595110933,drr
Lithuania,Ukraine,0.7303936797,drr
Portugal,Sao Tome and Principe,0.7300763142,drr
Portugal,Central African Republic,0.7039350148,drr
Slovenia,Uganda,0.6931105523,drr
Austria,Armenia,0.6770108852,drr
Canada,Honduras,0.6730966424,drr
Czechia,Ethiopia,0.644619575,drr
Netherlands,Indonesia,0.6379196826,drr
Portugal,Ethiopia,0.6359315867,drr
Finland,West Bank and Gaza Strip,0.6134300391,drr
Finland,Tajikistan,0.5985124637,drr
Iceland,Afghanistan,0.5721544264,drr
Czechia,Zambia,0.572057598,drr
Slovenia,Cabo Verde,0.5618135314,drr
Slovenia,Angola,0.5585371159,drr
Finland,Kyrgyzstan,0.5551541854,drr
Slovenia,North Macedonia,0.5457591591,drr
Denmark,Syrian Arab Republic,0.4842281873,drr
Netherlands,Lebanon,0.4776496326,drr
Iceland,Ethiopia,0.4724576382,drr
Lithuania,Armenia,0.4639385913,drr
Denmark,Indonesia,0.4577584398,drr
Poland,Kenya,0.4227433332,drr
Slovenia,Kenya,0.3485319832,drr
Czechia,Iraq,0.3433581733,drr
Czechia,Jordan,0.3433581733,drr
Czechia,Lebanon,0.3318094447,drr
Denmark,Libya,0.3179786,drr
Poland,Georgia,0.3156590668,drr
Lithuania,Georgia,0.3105612469,drr
Finland,Yemen,0.3067150195,drr
Slovenia,Montenegro,0.2953938779,drr
Iceland,Sierra Leone,0.279508423,drr
Czechia,Myanmar,0.2693600653,drr
Lithuania,Tajikistan,0.241497963,drr
Poland,West Bank and Gaza Strip,0.2310369174,drr
Poland,Moldova,0.2249705826,drr
Czechia,Ukraine,0.2200972058,drr
Iceland,Yemen,0.2200662714,drr
Czechia,Cambodia,0.2154880522,drr
Lithuania,Moldova,0.160540541,drr
Poland,Sudan,0.1501369198,drr
Czechia,Bangladesh,0.1373432693,drr
Slovak Republic,Moldova,0.132058618,drr
Czechia,Bosnia and Herzegovina,0.0978384363,drr
Lithuania,Yemen,0.0751100652,drr
Lithuania,Belarus,0.0723030622,drr
Lithuania,West Bank and Gaza Strip,0.0503237437,drr
Lithuania,Lebanon,0.0375550326,drr
Lithuania,Syrian Arab Republic,0.0375550326,drr
Poland,Lebanon,0.0347806667,drr
Poland,Libya,0.0149513018,drr
Slovak Republic,Georgia,0.0066029307,drr
Poland,Iran,0.0006515909,drr
All DAC members,Yemen,930.541286187,nutrition
All DAC members,Ethiopia,790.666450531,nutrition
United States,Yemen,672.943359017,nutrition
United States,Ethiopia,567.988860846,nutrition
All DAC members,India,530.793966041,nutrition
Japan,India,506.281067061,nutrition
All DAC members,Bangladesh,505.128417086,nutrition
All DAC members,Democratic Republic of the Congo,500.590206243,nutrition
All DAC members,Sudan,456.189409672,nutrition
All DAC members,South Sudan,433.529462822,nutrition
United States,Democratic Republic of the Congo,380.325967846,nutrition
All DAC members,Afghanistan,375.724328051,nutrition
All DAC members,Syrian Arab Republic,365.924159157,nutrition
United States,South Sudan,344.858792407,nutrition
All DAC members,Nigeria,309.944625628,nutrition
United States,Syrian Arab Republic,301.147866741,nutrition
United States,Sudan,287.980845431,nutrition
United States,Nigeria,224.720562609,nutrition
Japan,Indonesia,208.425870769,nutrition
Japan,Bangladesh,189.80915925,nutrition
United States,Somalia,182.622583938,nutrition
Japan,Myanmar,177.429561807,nutrition
United States,Afghanistan,174.293453012,nutrition
United Kingdom,Yemen,157.83535937,nutrition
United States,Bangladesh,137.365263054,nutrition
United Kingdom,Ethiopia,121.962042512,nutrition
EU Institutions,Sudan,107.818533113,nutrition
Japan,Viet Nam,88.435315874,nutrition
EU Institutions,Afghanistan,64.437919738,nutrition
EU Institutions,Bangladesh,62.117627132,nutrition
United Kingdom,Somalia,53.578793538,nutrition
United Kingdom,Nigeria,49.234709551,nutrition
EU Institutions,Türkiye,47.57054523,nutrition
EU Institutions,Georgia,47.566999903,nutrition
Canada,Senegal,46.870487841,nutrition
EU Institutions,Burundi,45.3714801,nutrition
Canada,South Sudan,44.813532697,nutrition
Australia,Bangladesh,44.65154029,nutrition
United Kingdom,Democratic Republic of the Congo,37.570095083,nutrition
EU Institutions,Democratic Republic of the Congo,37.40108022,nutrition
EU Institutions,Haiti,36.718065318,nutrition
Japan,Kenya,34.445550208,nutrition
Japan,Paraguay,34.096374742,nutrition
Japan,Senegal,31.53440432,nutrition
United Kingdom,Bangladesh,31.080957438,nutrition
EU Institutions,Mali,31.058813566,nutrition
Canada,Bangladesh,29.774043135,nutrition
Canada,Tanzania,29.534232485,nutrition
EU Institutions,Chad,28.917322602,nutrition
United Kingdom,Sudan,28.808382169,nutrition
Switzerland,Afghanistan,27.144972711,nutrition
Japan,Cambodia,26.758994544,nutrition
Japan,Yemen,26.507931836,nutrition
Australia,Afghanistan,26.163340994,nutrition
Ireland,Ethiopia,26.037671129,nutrition
Canada,Mali,25.62885033,nutrition
Australia,Solomon Islands,23.546886955,nutrition
Canada,Mozambique,22.580022464,nutrition
Italy,Afghanistan,22.109572906,nutrition
Canada,Ethiopia,19.147371878,nutrition
Ireland,Mozambique,18.160270706,nutrition
Switzerland,Chad,18.111843133,nutrition
Australia,Myanmar,17.94956958,nutrition
Canada,Democratic Republic of the Congo,17.15804651,nutrition
Australia,Papua New Guinea,16.465649968,nutrition
Canada,Burkina Faso,16.435815658,nutrition
Ireland,Malawi,16.334322566,nutrition
United Kingdom,Pakistan,16.059303232,nutrition
Canada,Ghana,15.899864609,nutrition
Denmark,Mali,15.273390205,nutrition
Ireland,Tanzania,15.167757552,nutrition
Australia,Timor-Leste,14.493420498,nutrition
United Kingdom,Venezuela,12.624437222,nutrition
Switzerland,Burkina Faso,12.487327266,nutrition
Switzerland,Myanmar,11.939484601,nutrition
Switzerland,Mali,11.805480792,nutrition
Switzerland,Yemen,11.686702474,nutrition
Italy,Syrian Arab Republic,11.344590539,nutrition
United Kingdom,West Bank and Gaza Strip,11.205224301,nutrition
Italy,Ethiopia,11.204540066,nutrition
Switzerland,Somalia,11.050125233,nutrition
Australia,Jordan,10.961693036,nutrition
Australia,Syrian Arab Republic,10.810708264,nutrition
Switzerland,Democratic Republic of the Congo,10.673935611,nutrition
Italy,Somalia,10.529190307,nutrition
Switzerland,Syrian Arab Republic,10.492241066,nutrition
Switzerland,South Sudan,10.122980215,nutrition
Spain,Guatemala,9.710148428,nutrition
Italy,Libya,9.489932167,nutrition
Ireland,Uganda,9.154939445,nutrition
Spain,Morocco,9.027796319,nutrition
Korea,Yemen,8.457981349,nutrition
Korea,Ethiopia,8.278948984,nutrition
Ireland,South Sudan,8.249696342,nutrition
Spain,Bolivia,8.212350059,nutrition
Denmark,Afghanistan,8.143540734,nutrition
Spain,Senegal,7.718917248,nutrition
Ireland,Yemen,7.625857705,nutrition
Australia,Lebanon,6.989729924,nutrition
Italy,Sudan,6.857203311,nutrition
Ireland,Sudan,6.350822821,nutrition
Australia,Philippines,6.159491977,nutrition
Ireland,Sierra Leone,6.072622186,nutrition
Spain,Peru,6.017617896,nutrition
Iceland,Uganda,5.949569787,nutrition
Spain,Mozambique,5.912854676,nutrition
Ireland,Somalia,5.826960674,nutrition
Italy,Burkina Faso,5.721101799,nutrition
Italy,Lebanon,5.661650616,nutrition
Italy,Senegal,5.201868288,nutrition
Korea,Afghanistan,5.105494891,nutrition
Italy,South Sudan,5.050277228,nutrition
Iceland,Malawi,4.851339192,nutrition
Spain,West Bank and Gaza Strip,4.646068251,nutrition
Spain,El Salvador,4.416979479,nutrition
Spain,Niger,4.411378274,nutrition
Spain,Mali,4.207472299,nutrition
Korea,Pakistan,4.025765063,nutrition
Korea,Kenya,4.004470652,nutrition
Korea,Uganda,3.994761414,nutrition
New Zealand,Myanmar,3.981756525,nutrition
Korea,Madagascar,3.409846963,nutrition
New Zealand,Kiribati,3.355430615,nutrition
Korea,Lao People's Democratic Republic,3.315834624,nutrition
Korea,Iraq,2.547542802,nutrition
Korea,Bangladesh,2.514188819,nutrition
New Zealand,Rwanda,2.445544285,nutrition
Hungary,Mongolia,2.148017294,nutrition
Denmark,Kenya,1.638294916,nutrition
New Zealand,South Sudan,1.417556022,nutrition
Czechia,Mali,1.31247596,nutrition
Denmark,Nigeria,1.30007267,nutrition
Denmark,Indonesia,1.250445159,nutrition
Denmark,Albania,1.228721187,nutrition
New Zealand,Fiji,1.186808256,nutrition
Iceland,Afghanistan,1.176001815,nutrition
New Zealand,Afghanistan,1.159218239,nutrition
Iceland,Syrian Arab Republic,1.146649661,nutrition
Czechia,Zambia,1.051828282,nutrition
Czechia,Afghanistan,0.927138188,nutrition
Hungary,Lao People's Democratic Republic,0.903953663,nutrition
Lithuania,Türkiye,0.899314156,nutrition
Poland,Syrian Arab Republic,0.879604191,nutrition
Denmark,Syrian Arab Republic,0.7949465,nutrition
Czechia,Iraq,0.785482892,nutrition
Poland,Lebanon,0.72447987,nutrition
Denmark,Uganda,0.720849763,nutrition
New Zealand,Yemen,0.698278291,nutrition
New Zealand,Timor-Leste,0.698278291,nutrition
Iceland,Sierra Leone,0.626510803,nutrition
Czechia,Ethiopia,0.551950261,nutrition
Iceland,Yemen,0.538924655,nutrition
Iceland,Ethiopia,0.507394394,nutrition
Czechia,Yemen,0.494435769,nutrition
Iceland,West Bank and Gaza Strip,0.469028456,nutrition
Iceland,Mozambique,0.462824118,nutrition
Czechia,Syrian Arab Republic,0.459196644,nutrition
Czechia,Burkina Faso,0.274686539,nutrition
Iceland,Jordan,0.230088374,nutrition
Poland,West Bank and Gaza Strip,0.212576521,nutrition
Poland,Afghanistan,0.197698333,nutrition
Poland,Yemen,0.158158666,nutrition
Czechia,Cambodia,0.146017837,nutrition
Czechia,Lebanon,0.137343269,nutrition
Denmark,Viet Nam,0.099863122,nutrition
Poland,South Sudan,0.094488732,nutrition
Poland,Iraq,0.0834094,nutrition
Denmark,Pakistan,0.081898035,nutrition
Poland,Armenia,0.078953404,nutrition
Poland,Kenya,0.078494418,nutrition
Poland,Senegal,0.075388082,nutrition
Hungary,Uzbekistan,0.074418504,nutrition
Lithuania,Mali,0.07083175,nutrition
Lithuania,Afghanistan,0.07083175,nutrition
Hungary,Syrian Arab Republic,0.054066694,nutrition
Hungary,Ukraine,0.040959617,nutrition
Lithuania,Syrian Arab Republic,0.037555033,nutrition
Lithuania,Venezuela,0.035415875,nutrition
Hungary,Lebanon,0.034806004,nutrition
Hungary,Mauritania,0.032793934,nutrition
Lithuania,Georgia,0.023374478,nutrition
Hungary,Yemen,0.022904106,nutrition
Hungary,Nigeria,0.022764268,nutrition
Hungary,Uganda,0.018888349,nutrition
Lithuania,Sudan,0.018777516,nutrition
Slovak Republic,Lesotho,0.018767535,nutrition
Slovak Republic,Rwanda,0.01818281,nutrition
Lithuania,Côte d'Ivoire,0.017750108,nutrition
Slovak Republic,Uganda,0.016540075,nutrition
Lithuania,Ukraine,0.015022013,nutrition
Lithuania,South Africa,0.014270912,nutrition
Slovak Republic,Kyrgyzstan,0.013749823,nutrition
Slovak Republic,Ethiopia,0.013483242,nutrition
Slovak Republic,Albania,0.013056704,nutrition
Slovak Republic,Kenya,0.00566936,nutrition
Slovak Republic,Georgia,0.003850662,nutrition
All DAC members,Bangladesh,1 215.81315584386,disability
All DAC members,India,1 188.83774301589,disability
Japan,India,1 180.62003197235,disability
Japan,Bangladesh,1 033.39955714993,disability
All DAC members,Türkiye,450.07127613677,disability
All DAC members,Indonesia,446.34908765996,disability
EU Institutions,Türkiye,442.77668154698,disability
Japan,Indonesia,416.99875842801,disability
All DAC members,Syrian Arab Republic,389.67961686175,disability
All DAC members,Ethiopia,250.69844143701,disability
All DAC members,Tanzania,235.80429360776,disability
EU Institutions,Syrian Arab Republic,224.61540005105,disability
United Kingdom,Ethiopia,182.75324538552,disability
All DAC members,Morocco,180.97392364244,disability
All DAC members,Afghanistan,180.02423972075,disability
EU Institutions,Morocco,171.96410153925,disability
All DAC members,Lebanon,158.00782368195,disability
EU Institutions,Iraq,119.52428686707,disability
EU Institutions,Lebanon,110.96907653254,disability
EU Institutions,Tanzania,109.09735930315,disability
EU Institutions,Ukraine,95.72700067837,disability
United Kingdom,Syrian Arab Republic,91.28033656471,disability
EU Institutions,Tajikistan,80.47787592458,disability
EU Institutions,Mali,76.09998656838,disability
Canada,Afghanistan,74.09049752928,disability
EU Institutions,Nigeria,71.68374171080,disability
United Kingdom,Somalia,57.06026769075,disability
Australia,Bangladesh,56.46478813347,disability
United Kingdom,Yemen,55.50476914590,disability
Australia,Papua New Guinea,51.23127076311,disability
United Kingdom,Pakistan,51.21468621847,disability
United Kingdom,Nigeria,47.39241385182,disability
United Kingdom,Bangladesh,39.97860441443,disability
United Kingdom,Sudan,39.01512568736,disability
United Kingdom,Zimbabwe,38.30524654348,disability
Sweden,Somalia,37.01314943838,disability
United Kingdom,Montserrat,36.71139005670,disability
Canada,Mozambique,36.33060968281,disability
Canada,South Sudan,32.19807387081,disability
Australia,Vanuatu,31.86057757476,disability
Korea,Guatemala,28.96275511336,disability
Sweden,Tanzania,28.02753696479,disability
Canada,Senegal,27.56514493524,disability
Canada,Tanzania,26.30704622283,disability
Australia,Indonesia,25.69028371576,disability
Korea,Dominican Republic,22.68459660812,disability
Australia,Timor-Leste,21.39225140456,disability
Canada,Bangladesh,20.80997434612,disability
Ireland,Mozambique,18.54049881017,disability
Canada,Ghana,16.62525777358,disability
Canada,Burkina Faso,16.36764214513,disability
Australia,Philippines,16.26068527186,disability
Ireland,Ethiopia,15.86078561852,disability
Australia,Myanmar,15.74621808217,disability
Korea,Senegal,15.64370614370,disability
Sweden,Syrian Arab Republic,15.63662682873,disability
Sweden,Afghanistan,15.12613740543,disability
Australia,Afghanistan,14.97604444011,disability
Australia,Solomon Islands,14.81728883519,disability
Canada,Mali,14.49529178141,disability
Norway,Tanzania,14.41944079450,disability
Ireland,Malawi,13.92421250047,disability
Sweden,Zambia,13.73061587177,disability
Switzerland,Syrian Arab Republic,13.54656906953,disability
Sweden,South Sudan,12.98084075566,disability
Norway,Uganda,12.33227504585,disability
Finland,Nepal,12.20076768178,disability
Italy,Mozambique,12.08202683633,disability
Sweden,Yemen,11.70362609956,disability
Italy,Jordan,11.43987885910,disability
New Zealand,Fiji,11.20725925256,disability
Norway,Ethiopia,11.07136503365,disability
Ireland,Tanzania,10.80326561590,disability
Italy,Afghanistan,10.54681778881,disability
Italy,Sudan,10.03697434745,disability
Sweden,Ukraine,9.99728956509,disability
Norway,Somalia,9.93974265569,disability
Japan,Syrian Arab Republic,9.78547580831,disability
Finland,Afghanistan,9.49819689101,disability
Australia,Cambodia,9.47631849331,disability
Norway,Malawi,9.30423297651,disability
Sweden,Ethiopia,9.01930914579,disability
Sweden,West Bank and Gaza Strip,8.74160782645,disability
Norway,Syrian Arab Republic,8.49965129930,disability
Finland,Ethiopia,8.09887884328,disability
Finland,Tanzania,7.93329696012,disability
Ireland,Uganda,7.89770683140,disability
Italy,Syrian Arab Republic,7.52651255944,disability
Italy,Ethiopia,7.45221771518,disability
Italy,West Bank and Gaza Strip,7.35342036838,disability
Ireland,Yemen,7.24678956135,disability
Ireland,Syrian Arab Republic,6.98666165914,disability
New Zealand,Vanuatu,6.88854558248,disability
Italy,Lebanon,6.63738100548,disability
Switzerland,Myanmar,6.58289977741,disability
Switzerland,Tanzania,6.45808059215,disability
Iceland,Uganda,6.36605573779,disability
Canada,Somalia,6.25915106332,disability
Norway,Mozambique,6.24249421096,disability
Finland,Somalia,6.09727786944,disability
Italy,Libya,6.03146927185,disability
Italy,Somalia,5.84125949268,disability
Finland,Myanmar,5.42723905051,disability
New Zealand,Kiribati,5.28525136366,disability
Norway,Nepal,5.13494322898,disability
Finland,West Bank and Gaza Strip,5.10227351667,disability
Ireland,Somalia,4.84995511874,disability
Switzerland,Albania,4.77199919684,disability
Austria,West Bank and Gaza Strip,4.75200578814,disability
Finland,Syrian Arab Republic,4.72069920298,disability
Norway,Jordan,4.66872738869,disability
Switzerland,Afghanistan,4.46836674331,disability
Ireland,Sudan,4.46216971660,disability
Norway,Myanmar,4.44883379458,disability
Ireland,South Sudan,4.43971430692,disability
Iceland,Malawi,4.35853675385,disability
Switzerland,Zimbabwe,4.34590835142,disability
Switzerland,West Bank and Gaza Strip,3.99215699239,disability
Switzerland,Somalia,3.94543800258,disability
Switzerland,Benin,3.67469603566,disability
Austria,Ethiopia,3.19652390488,disability
Spain,Morocco,2.91463289169,disability
Austria,Mozambique,2.67396543872,disability
New Zealand,Cambodia,2.53070676881,disability
New Zealand,Myanmar,2.44554428546,disability
Finland,Yemen,2.24442173879,disability
Finland,Kenya,2.19184148822,disability
Switzerland,Bosnia and Herzegovina,2.13166319606,disability
Austria,Uganda,1.97290233887,disability
New Zealand,Papua New Guinea,1.92169318960,disability
Japan,Mongolia,1.91322543443,disability
Spain,Senegal,1.75045382128,disability
Denmark,Somalia,1.63829491571,disability
Austria,Georgia,1.61193067913,disability
New Zealand,Solomon Islands,1.60518255341,disability
Japan,Jordan,1.51513444929,disability
New Zealand,Tokelau,1.43855546204,disability
Austria,Lebanon,1.43369856011,disability
Iceland,Sierra Leone,1.43212556390,disability
New Zealand,Nauru,1.39655658157,disability
Korea,Nepal,1.34132897969,disability
Spain,Jordan,1.21085402774,disability
Japan,Türkiye,1.20946701973,disability
Denmark,Tanzania,1.19241974996,disability
Iceland,Afghanistan,1.18408074575,disability
Spain,West Bank and Gaza Strip,1.17204377233,disability
Iceland,Syrian Arab Republic,1.16852707108,disability
Japan,Lebanon,1.13434930382,disability
Spain,Guatemala,1.13059064693,disability
Spain,Bolivia,1.10712335000,disability
New Zealand,Iraq,1.07891659653,disability
Czechia,Afghanistan,1.06146084131,disability
Austria,Burkina Faso,1.02962072377,disability
Iceland,Yemen,1.01181505908,disability
Spain,Haiti,0.95708911423,disability
Japan,Egypt,0.93914554139,disability
Poland,Syrian Arab Republic,0.90500659861,disability
Japan,Armenia,0.87660670811,disability
Czechia,Moldova,0.84108005980,disability
Austria,Armenia,0.83820395315,disability
Denmark,Kenya,0.81914745785,disability
Austria,Jordan,0.81856912042,disability
Spain,Lebanon,0.80959776070,disability
Iceland,West Bank and Gaza Strip,0.80883704143,disability
Spain,Mozambique,0.77947451974,disability
Czechia,Cambodia,0.74095401993,disability
Spain,El Salvador,0.71678484673,disability
Czechia,Jordan,0.66859029280,disability
Austria,Bhutan,0.65207421867,disability
Czechia,Belarus,0.65110735501,disability
Poland,Belarus,0.63421079600,disability
Denmark,Afghanistan,0.61436059339,disability
Czechia,Ukraine,0.58298622257,disability
Czechia,Bosnia and Herzegovina,0.56422018422,disability
Czechia,Myanmar,0.54660836344,disability
Czechia,Iraq,0.50609412545,disability
Poland,Ukraine,0.50397638334,disability
Iceland,Ethiopia,0.48798761215,disability
Korea,Lebanon,0.48271258522,disability
Poland,Georgia,0.46450932456,disability
Czechia,Georgia,0.46193684427,disability
Denmark,Indonesia,0.45044918707,disability
Poland,Lebanon,0.39802552631,disability
Poland,West Bank and Gaza Strip,0.33243029974,disability
Iceland,Türkiye,0.31326532769,disability
Korea,Uzbekistan,0.24255728152,disability
Korea,Uganda,0.21803436137,disability
Iceland,Lebanon,0.20343833436,disability
Poland,Iraq,0.20018255979,disability
Poland,Kenya,0.18346496347,disability
Poland,Yemen,0.16681879982,disability
Denmark,India,0.14524094938,disability
Korea,Lao People's Democratic Republic,0.14130809101,disability
Korea,Rwanda,0.13868091217,disability
Slovak Republic,Bosnia and Herzegovina,0.13502198971,disability
Korea,Viet Nam,0.10763752303,disability
Poland,Moldova,0.09724985839,disability
Lithuania,Ukraine,0.08164479289,disability
Denmark,Viet Nam,0.02399143649,disability
Lithuania,South Africa,0.01427091238,disability
Slovak Republic,Kenya,0.00566935961,disability
Lithuania,Azerbaijan,0.00006008805,disability
