donor_name_e,variable,2023,2024,marker
Korea,Total of aid focused on policy objective,1237.05468109196,1380.757202,gender
Korea,Not targeted,3325.98670116448,4494.296485,gender
Korea,Not screened,116.63109290945,2.207711,gender
Korea,Total bilateral allocable aid,4679.67247516589,5877.261398,gender
Korea,as % of screened aid,27.1103103711111,23.5020354802079,gender
Korea,Total bilateral non-allocable aid,129.933866651792,132.988955,gender
Luxembourg,Principal objective,26.3011354987652,25.4519652726952,gender
Luxembourg,Significant objective,112.659764399525,121.986001280035,gender
Luxembourg,Total of aid focused on policy objective,138.96089989829,147.43796655273,gender
Luxembourg,Not targeted,265.988583035288,232.137926664438,gender
Luxembourg,Not screened,0,,gender
Luxembourg,Total bilateral allocable aid,404.949482933579,379.575893217167,gender
Luxembourg,as % of screened aid,34.3156136147192,38.8428162028656,gender
Luxembourg,Total bilateral non-allocable aid,35.8299206478804,41.1013316890007,gender
Netherlands,Principal objective,1047.91205305279,567.711798639073,gender
Netherlands,Significant objective,2502.94580519394,1404.88123827772,gender
Netherlands,Total of aid focused on policy objective,3550.85785824673,1972.59303691679,gender
Netherlands,Not targeted,651.783362359273,593.488560761607,gender
Netherlands,Not screened,0,0,gender
Netherlands,Total bilateral allocable aid,4202.641220606,2566.0815976784,gender
Netherlands,as % of screened aid,84.4911014729616,76.8717970114999,gender
Netherlands,Total bilateral non-allocable aid,1796.98109185622,1824.81486209024,gender
New Zealand,Principal objective,20.5841193536094,27.6221794914127,gender
New Zealand,Significant objective,324.761466783317,315.213142213326,gender
New Zealand,Total of aid focused on policy objective,345.345586136927,342.835321704738,gender
New Zealand,Not targeted,150.2820070667,154.228552442066,gender
New Zealand,Not screened,0,0,gender
New Zealand,Total bilateral allocable aid,495.627593203627,497.063874146804,gender
New Zealand,as % of screened aid,69.6784422159972,68.972085789418,gender
New Zealand,Total bilateral non-allocable aid,161.615206115771,137.235346123609,gender
Norway,Principal objective,356.131893130622,145.562190479734,gender
Norway,Significant objective,2126.95056899251,1126.05445454292,gender
Norway,Total of aid focused on policy objective,2483.08246212313,1271.61664502265,gender
Norway,Not targeted,1962.97041230049,1208.38296947822,gender
Norway,Not screened,,,gender
Norway,Total bilateral allocable aid,4446.05287442362,2479.99961450087,gender
Norway,as % of screened aid,55.8491437744099,51.2748726889855,gender
Norway,Total bilateral non-allocable aid,606.537264343805,595.268960715183,gender
Portugal,Principal objective,3.24863291904088,2.67126757516764,gender
Portugal,Significant objective,60.2186496260878,50.0471555267143,gender
Portugal,Total of aid focused on policy objective,63.4672825451286,52.7184231018819,gender
Portugal,Not targeted,136.718268425656,80.0246895955008,gender
Portugal,Not screened,2.30288137638359,,gender
Portugal,Total bilateral allocable aid,202.488432347168,132.743112697383,gender
Portugal,as % of screened aid,31.7042275215913,39.7146202395187,gender
Portugal,Total bilateral non-allocable aid,32.8353399597229,60.1470560242267,gender
Slovenia,Principal objective,3.46163499485783,2.66980856586632,gender
Slovenia,Significant objective,1.39422229901309,3.74311054574951,gender
Slovenia,Total of aid focused on policy objective,4.85585729387092,6.41291911161583,gender
Slovenia,Not targeted,21.8058237402864,20.9169050083279,gender
Slovenia,Not screened,5.51603975987864,0.718497516861345,gender
Slovenia,Total bilateral allocable aid,32.177720794036,28.0483216368051,gender
Slovenia,as % of screened aid,18.2128699523855,23.464911751613,gender
Slovenia,Total bilateral non-allocable aid,44.4606259727245,28.5037613874162,gender
Spain,Principal objective,230.857156731457,253.526787155529,gender
Spain,Significant objective,365.40886546867,383.766853677494,gender
Spain,Total of aid focused on policy objective,596.266022200127,637.293640833023,gender
Spain,Not targeted,534.134204630307,570.119691963663,gender
Spain,Not screened,12.2518955288309,0.0151422236642873,gender
Spain,Total bilateral allocable aid,1142.65212235926,1207.42847502035,gender
Spain,as % of screened aid,52.7482220940469,52.7817296299755,gender
Spain,Total bilateral non-allocable aid,525.184390106563,671.25746789509,gender
Sweden,Principal objective,243.788344263232,138.710000773067,gender
Sweden,Significant objective,954.018122505236,493.684384683251,gender
Sweden,Total of aid focused on policy objective,1197.80646676847,632.394385456318,gender
Sweden,Not targeted,770.309638871108,808.589413710814,gender
Sweden,Not screened,97.3146230295227,31.1871194988787,gender
Sweden,Total bilateral allocable aid,2065.4307286691,1472.17091866601,gender
Sweden,as % of screened aid,60.8605591578764,43.8862939209887,gender
Sweden,Total bilateral non-allocable aid,488.70409326473,353.911059388927,gender
Switzerland,Principal objective,72.0276070040882,75.8118850993754,gender
Switzerland,Significant objective,1536.65132722129,1331.62473134583,gender
Switzerland,Total of aid focused on policy objective,1608.67893422538,1407.4366164452,gender
Switzerland,Not targeted,925.61188176289,617.475384770017,gender
Switzerland,Not screened,,,gender
Switzerland,Total bilateral allocable aid,2534.29081598827,2024.91200121522,gender
Switzerland,as % of screened aid,63.4764930716153,69.5060632561095,gender
Switzerland,Total bilateral non-allocable aid,1750.80889576362,1387.00172282794,gender
United Kingdom,Principal objective,583.575471827179,594.241188037805,gender
United Kingdom,Significant objective,3283.00824904697,5551.86552862126,gender
United Kingdom,Total of aid focused on policy objective,3866.58372087415,6146.10671665907,gender
United Kingdom,Not targeted,1706.2627978463,1532.24665843055,gender
United Kingdom,Not screened,297.384314474462,852.042578022913,gender
United Kingdom,Total bilateral allocable aid,5870.23083319492,8530.39595311253,gender
United Kingdom,as % of screened aid,69.3825625357781,80.0445931102687,gender
United Kingdom,Total bilateral non-allocable aid,4141.33532053752,4363.2182738969,gender
United States,Principal objective,703.80876232649,817.829826,gender
United States,Significant objective,8980.758720217,8884.752713,gender
United States,Total of aid focused on policy objective,9684.56748254349,9702.582539,gender
United States,Not targeted,35059.7987578338,36519.11117,gender
United States,Not screened,0,,gender
United States,Total bilateral allocable aid,44744.3662403772,46221.693709,gender
United States,as % of screened aid,21.6442164596001,20.9914041663747,gender
United States,Total bilateral non-allocable aid,13965.6050665069,12717.917306,gender
Czechia,Principal objective,0.741733999701249,3.98898970368488,gender
Czechia,Significant objective,20.0857759758433,30.0252477187483,gender
Czechia,Total of aid focused on policy objective,20.8275099755446,34.0142374224331,gender
Czechia,Not targeted,52.7863576833514,33.9317602780134,gender
Czechia,Not screened,0.52965516069376,2.60346603292582,gender
Czechia,Total bilateral allocable aid,74.1435228195897,70.5494637333724,gender
Czechia,as % of screened aid,28.2929163185024,50.060693158693,gender
Czechia,Total bilateral non-allocable aid,418.308942558819,163.293948815558,gender
Estonia,Principal objective,0.160769469653256,1.27298291152931,gender
Estonia,Significant objective,0.215858308905071,0.234696084793424,gender
Estonia,Total of aid focused on policy objective,0.376627778558327,1.50767899632273,gender
Estonia,Not targeted,15.5069461183732,27.0160069219122,gender
Estonia,Not screened,3.70556763620372,0.376378974691759,gender
Estonia,Total bilateral allocable aid,19.5891415331352,28.9000648929267,gender
Estonia,as % of screened aid,2.37117780294451,5.28570886891897,gender
Estonia,Total bilateral non-allocable aid,42.6960989442078,9.65390439108804,gender
Poland,Principal objective,3.73904153234923,3.7504546542774,gender
Poland,Significant objective,9.26159103445561,12.5320685642891,gender
Poland,Total of aid focused on policy objective,13.0006325668048,16.2825232185665,gender
Poland,Not targeted,113.77761277142,133.564647987018,gender
Poland,Not screened,147.922643640356,17.8702819117059,gender
Poland,Total bilateral allocable aid,274.700888978581,167.717453117291,gender
Poland,as % of screened aid,10.2546241526858,10.8660864850278,gender
Poland,Total bilateral non-allocable aid,1606.35396404253,579.802287308166,gender
Slovak Republic,Principal objective,0.315241191544574,0.03272226,gender
Slovak Republic,Significant objective,5.37214913688385,1.62861778,gender
Slovak Republic,Total of aid focused on policy objective,5.68739032842842,1.66134004,gender
Slovak Republic,Not targeted,29.0999170354975,24.79557847,gender
Slovak Republic,Not screened,0.016773798986082,,gender
Slovak Republic,Total bilateral allocable aid,34.804081162912,26.45691851,gender
Slovak Republic,as % of screened aid,16.3490386563411,6.27941624937182,gender
Slovak Republic,Total bilateral non-allocable aid,4.79294873292416,12.853496749,gender
Greece,Principal objective,,,gender
Greece,Significant objective,,,gender
Greece,Total of aid focused on policy objective,0,0,gender
Greece,Not targeted,4.17807740810525,11.5969193995241,gender
Greece,Not screened,,,gender
Greece,Total bilateral allocable aid,4.17807740810525,11.5969193995241,gender
Greece,as % of screened aid,0,0,gender
Greece,Total bilateral non-allocable aid,53.1514806773858,54.4446014492754,gender
Lithuania,Principal objective,0.0799142383655023,0.56785873889,gender
Lithuania,Significant objective,2.82807531159579,0.978314466822,gender
Lithuania,Total of aid focused on policy objective,2.90798954996129,1.546173205712,gender
Lithuania,Not targeted,33.9723315316542,67.336896057369,gender
Lithuania,Not screened,42.179828422394,9.695659962471,gender
Lithuania,Total bilateral allocable aid,79.0601495040095,78.578729225552,gender
Lithuania,as % of screened aid,7.88493555553912,2.24463459926095,gender
Lithuania,Total bilateral non-allocable aid,39.4882061854276,16.794169736812,gender
Latvia,Principal objective,0.69375712890226,0.609025156824573,gender
Latvia,Significant objective,0.288341110821236,0.26966163746485,gender
Latvia,Total of aid focused on policy objective,0.982098239723496,0.878686794289422,gender
