donor_name_e,variable,2023,2024,marker
Greece,Total of aid focused on policy objective,0,0,climate_mitigation
Greece,Not targeted,4.17807740810525,11.5969193995241,climate_mitigation
Greece,Not screened,,,climate_mitigation
Greece,Total bilateral allocable aid,4.17807740810525,11.5969193995241,climate_mitigation
Greece,as % of screened aid,0,0,climate_mitigation
Greece,Total bilateral non-allocable aid,53.1514806773858,54.4446014492754,climate_mitigation
Iceland,Principal objective,3.01133451856175,4.3645808462,climate_mitigation
Iceland,Significant objective,17.8669726915042,15.5634763741,climate_mitigation
Iceland,Total of aid focused on policy objective,20.8783072100659,19.9280572203,climate_mitigation
Iceland,Not targeted,51.3854343686403,48.9714123711,climate_mitigation
Iceland,Not screened,,,climate_mitigation
Iceland,Total bilateral allocable aid,72.2637415787062,68.8994695914,climate_mitigation
Iceland,as % of screened aid,28.8918159424755,28.9233826304918,climate_mitigation
Iceland,Total bilateral non-allocable aid,19.8141804031848,20.107077318,climate_mitigation
Poland,Principal objective,1.80424446501075,0.445449292607117,climate_mitigation
Poland,Significant objective,3.94704200592204,9.30226958822308,climate_mitigation
Poland,Total of aid focused on policy objective,5.75128647093279,9.74771888083019,climate_mitigation
Poland,Not targeted,140.931642337592,140.27544535467,climate_mitigation
Poland,Not screened,128.017960170057,17.694288881791,climate_mitigation
Poland,Total bilateral allocable aid,274.700888978581,167.717453117291,climate_mitigation
Poland,as % of screened aid,3.92089694257493,6.49747586014694,climate_mitigation
Poland,Total bilateral non-allocable aid,1606.35396404253,579.802287308166,climate_mitigation
Lithuania,Principal objective,3.81653179387115,8.9919203158,climate_mitigation
Lithuania,Significant objective,0.417733683557547,0.26714685272,climate_mitigation
Lithuania,Total of aid focused on policy objective,4.2342654774287,9.25906716852,climate_mitigation
Lithuania,Not targeted,21.979288929672,58.105143106994,climate_mitigation
Lithuania,Not screened,52.8465950969088,11.214518950038,climate_mitigation
Lithuania,Total bilateral allocable aid,79.0601495040095,78.578729225552,climate_mitigation
Lithuania,as % of screened aid,16.1529619816904,13.7447869286245,climate_mitigation
Lithuania,Total bilateral non-allocable aid,39.4882061854276,16.794169736812,climate_mitigation
Slovak Republic,Principal objective,0.289402830872016,0.390386113,climate_mitigation
Slovak Republic,Significant objective,1.6075729566457,1.674958901,climate_mitigation
Slovak Republic,Total of aid focused on policy objective,1.89697578751772,2.065345014,climate_mitigation
Slovak Republic,Not targeted,32.8903315764082,24.391573496,climate_mitigation
Slovak Republic,Not screened,0.016773798986082,,climate_mitigation
Slovak Republic,Total bilateral allocable aid,34.804081162912,26.45691851,climate_mitigation
Slovak Republic,as % of screened aid,5.45306875198068,7.80644583842731,climate_mitigation
Slovak Republic,Total bilateral non-allocable aid,4.79294873292416,12.853496749,climate_mitigation
Latvia,Principal objective,0.003731933598584,0.163466872160934,climate_mitigation
Latvia,Significant objective,0.0551897899820172,0.103648756218905,climate_mitigation
Latvia,Total of aid focused on policy objective,0.0589217235806012,0.26711562837984,climate_mitigation
Latvia,Not targeted,36.1023184407817,8.87750241185378,climate_mitigation
Latvia,Not screened,,,climate_mitigation
Latvia,Total bilateral allocable aid,36.1612401643623,9.14461804023362,climate_mitigation
Latvia,as % of screened aid,0.162941656073704,2.92101460339415,climate_mitigation
Latvia,Total bilateral non-allocable aid,46.984631503333,16.0796440254813,climate_mitigation
Australia,Principal objective,84.8276882471617,101.147052408287,climate_adaptation
Australia,Significant objective,1000.61536635298,692.768065769405,climate_adaptation
Australia,Total of aid focused on policy objective,1085.44305460015,793.915118177692,climate_adaptation
Australia,Not targeted,1401.5372515022,1547.3889281543,climate_adaptation
Australia,Not screened,,,climate_adaptation
Australia,Total bilateral allocable aid,2486.98030610234,2341.304046332,climate_adaptation
Australia,as % of screened aid,43.6450201047743,33.909099479048,climate_adaptation
Australia,Total bilateral non-allocable aid,287.833151111826,661.839305760095,climate_adaptation
Austria,Principal objective,68.6497416182578,48.5287245403418,climate_adaptation
Austria,Significant objective,63.3174610080918,56.1638189919966,climate_adaptation
Austria,Total of aid focused on policy objective,131.96720262635,104.692543532338,climate_adaptation
Austria,Not targeted,337.08734637635,335.379208295479,climate_adaptation
Austria,Not screened,0.281399136209114,0.0178297966688298,climate_adaptation
Austria,Total bilateral allocable aid,469.335948138908,440.089581624486,climate_adaptation
Austria,as % of screened aid,28.1347239690858,23.7898804223408,climate_adaptation
Austria,Total bilateral non-allocable aid,549.653010683639,402.275709658231,climate_adaptation
Belgium,Principal objective,85.9736559345324,104.292140979883,climate_adaptation
Belgium,Significant objective,213.179681347946,208.774877763357,climate_adaptation
Belgium,Total of aid focused on policy objective,299.153337282478,313.06701874324,climate_adaptation
Belgium,Not targeted,449.621956164753,282.965031981397,climate_adaptation
Belgium,Not screened,232.512696563275,286.571600443435,climate_adaptation
Belgium,Total bilateral allocable aid,981.287990010506,882.603651168073,climate_adaptation
Belgium,as % of screened aid,39.9523515132595,52.5251986638341,climate_adaptation
Belgium,Total bilateral non-allocable aid,458.736113675234,569.393786545533,climate_adaptation
Canada,Principal objective,511.917278927281,41.4330296939635,climate_adaptation
Canada,Significant objective,264.889247031726,64.4126008320314,climate_adaptation
Canada,Total of aid focused on policy objective,776.806525959007,105.845630525995,climate_adaptation
Canada,Not targeted,3963.70251579112,3194.64103705447,climate_adaptation
Canada,Not screened,,3.06956934306569,climate_adaptation
Canada,Total bilateral allocable aid,4740.50904175012,3303.55623692353,climate_adaptation
Canada,as % of screened aid,16.3865635339496,3.20697040123446,climate_adaptation
Canada,Total bilateral non-allocable aid,2022.10395962474,2129.46806473288,climate_adaptation
Denmark,Principal objective,120.862740051071,203.028706252085,climate_adaptation
Denmark,Significant objective,307.268573070349,504.51505795977,climate_adaptation
Denmark,Total of aid focused on policy objective,428.13131312142,707.543764211855,climate_adaptation
Denmark,Not targeted,804.860846273769,1263.63356185373,climate_adaptation
Denmark,Not screened,360.187549552979,37.8530732382928,climate_adaptation
Denmark,Total bilateral allocable aid,1593.17970894817,2009.03039930387,climate_adaptation
Denmark,as % of screened aid,34.7229550373968,35.8944755936339,climate_adaptation
Denmark,Total bilateral non-allocable aid,382.183728937809,352.193325601497,climate_adaptation
EU Institutions,Principal objective,1608.89704061217,1564.35934458144,climate_adaptation
EU Institutions,Significant objective,2939.47017197477,3812.75205494268,climate_adaptation
EU Institutions,Total of aid focused on policy objective,4548.36721258694,5377.11139952412,climate_adaptation
EU Institutions,Not targeted,16752.4488216574,17248.6850638114,climate_adaptation
EU Institutions,Not screened,,,climate_adaptation
EU Institutions,Total bilateral allocable aid,21300.8160342443,22625.7964633355,climate_adaptation
EU Institutions,as % of screened aid,21.3530186133468,23.7654016212759,climate_adaptation
EU Institutions,Total bilateral non-allocable aid,22307.0150630274,20301.1546201601,climate_adaptation
Finland,Principal objective,39.4995953016282,5.85265303915207,climate_adaptation
Finland,Significant objective,76.1597650603606,62.8812848799481,climate_adaptation
Finland,Total of aid focused on policy objective,115.659360361989,68.7339379191002,climate_adaptation
Finland,Not targeted,443.571520103812,340.981322582739,climate_adaptation
Finland,Not screened,6.35792009677256,1.7431692497188,climate_adaptation
Finland,Total bilateral allocable aid,565.588800562573,411.458429751557,climate_adaptation
Finland,as % of screened aid,20.6818622508207,16.7760258270369,climate_adaptation
Finland,Total bilateral non-allocable aid,315.605610733284,338.635994711346,climate_adaptation
France,Principal objective,1574.46078700668,1918.93951050573,climate_adaptation
France,Significant objective,2400.71553732539,2368.53108009193,climate_adaptation
France,Total of aid focused on policy objective,3975.17632433207,4287.47059059766,climate_adaptation
France,Not targeted,4262.97270175207,4139.98219406476,climate_adaptation
France,Not screened,1283.76982594146,387.276777264125,climate_adaptation
France,Total bilateral allocable aid,9521.91885202559,8814.72956192655,climate_adaptation
France,as % of screened aid,48.2532703856851,50.875047302557,climate_adaptation
France,Total bilateral non-allocable aid,3030.14583466525,3161.72883813541,climate_adaptation
Germany,Principal objective,865.841483875416,1027.65857000635,climate_adaptation
Germany,Significant objective,4300.55726613582,3867.54357758053,climate_adaptation
Germany,Total of aid focused on policy objective,5166.39875001123,4895.20214758688,climate_adaptation
Germany,Not targeted,15348.382368957,11270.8181560026,climate_adaptation
Germany,Not screened,250.679090539484,2280.44736864517,climate_adaptation
Germany,Total bilateral allocable aid,20765.4602095077,18446.4676722347,climate_adaptation
Germany,as % of screened aid,25.1837868512978,30.2808115767364,climate_adaptation
Germany,Total bilateral non-allocable aid,11263.1643242879,10389.0330425507,climate_adaptation
Ireland,Principal objective,81.9089070111611,124.265142956733,climate_adaptation
Ireland,Significant objective,77.1550376334062,77.4914392553119,climate_adaptation
Ireland,Total of aid focused on policy objective,159.063944644567,201.756582212045,climate_adaptation
Ireland,Not targeted,410.21368065642,425.181817733877,climate_adaptation
Ireland,Not screened,71.4466724960924,22.1849061323816,climate_adaptation
Ireland,Total bilateral allocable aid,640.724297797079,649.123306078304,climate_adaptation
Ireland,as % of screened aid,27.9413659654141,32.1812449563543,climate_adaptation
Ireland,Total bilateral non-allocable aid,1602.56954940478,1132.1576951287,climate_adaptation
Italy,Principal objective,24.4879196166123,134.99348569832,climate_adaptation
Italy,Significant objective,194.396640028951,259.708705011176,climate_adaptation
Italy,Total of aid focused on policy objective,218.884559645563,394.702190709496,climate_adaptation
Italy,Not targeted,605.113840254423,1364.68535652354,climate_adaptation
Italy,Not screened,310.056960411035,256.998879764222,climate_adaptation
Italy,Total bilateral allocable aid,1134.05536031102,2016.38642699726,climate_adaptation
Italy,as % of screened aid,26.5637117344075,22.4340675441427,climate_adaptation
Italy,Total bilateral non-allocable aid,1580.83597130466,1996.7029703926,climate_adaptation
Japan,Principal objective,755.800685446567,274.609360404306,climate_adaptation
Japan,Significant objective,3114.80982322504,2144.00731848227,climate_adaptation
Japan,Total of aid focused on policy objective,3870.6105086716,2418.61667888658,climate_adaptation
Japan,Not targeted,21734.5466443415,11058.9632107074,climate_adaptation
Japan,Not screened,7.48473101777836,781.587995946175,climate_adaptation
Japan,Total bilateral allocable aid,25612.6418840309,14259.1678855402,climate_adaptation
Japan,as % of screened aid,15.1165270556292,17.9454820427663,climate_adaptation
Japan,Total bilateral non-allocable aid,1323.50308154759,691.381700888208,climate_adaptation
Korea,Principal objective,209.166748958028,1082.485904,climate_adaptation
Korea,Significant objective,2014.29297430397,1841.214366,climate_adaptation
Korea,Total of aid focused on policy objective,2223.459723262,2923.70027,climate_adaptation
Korea,Not targeted,2371.59687128228,2950.760965,climate_adaptation
Korea,Not screened,84.615880621611,2.800163,climate_adaptation
Korea,Total bilateral allocable aid,4679.67247516589,5877.261398,climate_adaptation
Korea,as % of screened aid,48.3880813546871,49.7696750908937,climate_adaptation
Korea,Total bilateral non-allocable aid,129.933866651792,132.988955,climate_adaptation
Luxembourg,Principal objective,1.78279960905365,3.64525262968851,climate_adaptation
Luxembourg,Significant objective,41.6317252556849,35.9721868159875,climate_adaptation
Luxembourg,Total of aid focused on policy objective,43.4145248647385,39.617439445676,climate_adaptation
Luxembourg,Not targeted,361.53495806884,339.958453771492,climate_adaptation
Luxembourg,Not screened,0,,climate_adaptation
Luxembourg,Total bilateral allocable aid,404.949482933579,379.575893217167,climate_adaptation
Luxembourg,as % of screened aid,10.7209730335326,10.4372907114545,climate_adaptation
Luxembourg,Total bilateral non-allocable aid,35.8299206478804,41.1013316890007,climate_adaptation
Netherlands,Principal objective,589.735884356734,354.573663545212,climate_adaptation
Netherlands,Significant objective,1900.54773585309,684.390689863288,climate_adaptation
Netherlands,Total of aid focused on policy objective,2490.28362020982,1038.9643534085,climate_adaptation
Netherlands,Not targeted,1712.35760039619,1527.1172442699,climate_adaptation
Netherlands,Not screened,0,0,climate_adaptation
Netherlands,Total bilateral allocable aid,4202.64122060601,2566.0815976784,climate_adaptation
Netherlands,as % of screened aid,59.255203798975,40.4883599316748,climate_adaptation
Netherlands,Total bilateral non-allocable aid,1796.98109185622,1824.81486209024,climate_adaptation
New Zealand,Principal objective,159.97854420736,144.378679970307,climate_adaptation
New Zealand,Significant objective,114.268027764459,80.9207904366231,climate_adaptation
New Zealand,Total of aid focused on policy objective,274.246571971819,225.29947040693,climate_adaptation
New Zealand,Not targeted,221.381021231808,271.764403739874,climate_adaptation
New Zealand,Not screened,0,0,climate_adaptation
New Zealand,Total bilateral allocable aid,495.627593203627,497.063874146804,climate_adaptation
New Zealand,as % of screened aid,55.3331928513402,45.3260601152418,climate_adaptation
New Zealand,Total bilateral non-allocable aid,161.615206115771,137.235346123609,climate_adaptation
Norway,Principal objective,316.102696328138,88.8542283970715,climate_adaptation
Norway,Significant objective,292.02375543738,406.589563057574,climate_adaptation
Norway,Total of aid focused on policy objective,608.126451765518,495.443791454645,climate_adaptation
Norway,Not targeted,3837.9264226581,1984.55582304622,climate_adaptation
Norway,Not screened,,,climate_adaptation
Norway,Total bilateral allocable aid,4446.05287442362,2479.99961450087,climate_adaptation
Norway,as % of screened aid,13.6778951789761,19.9775753414526,climate_adaptation
Norway,Total bilateral non-allocable aid,606.537264343805,595.268960715183,climate_adaptation
Portugal,Principal objective,3.15136624748226,2.58747674670128,climate_adaptation
Portugal,Significant objective,4.72543058392009,4.12074951330305,climate_adaptation
Portugal,Total of aid focused on policy objective,7.87679683140235,6.70822626000433,climate_adaptation
Portugal,Not targeted,192.308754139382,126.034886437378,climate_adaptation
Portugal,Not screened,2.30288137638359,,climate_adaptation
Portugal,Total bilateral allocable aid,202.488432347168,132.743112697383,climate_adaptation
Portugal,as % of screened aid,3.93474793420626,5.05353997182303,climate_adaptation
Portugal,Total bilateral non-allocable aid,32.8353399597229,60.1470560242267,climate_adaptation
Slovenia,Principal objective,3.69910427244596,-0.210902011680727,climate_adaptation
Slovenia,Significant objective,2.79630165093741,4.18829497144711,climate_adaptation
Slovenia,Total of aid focused on policy objective,6.49540592338336,3.97739295976639,climate_adaptation
Slovenia,Not targeted,18.6370132452148,23.3199846968419,climate_adaptation
Slovenia,Not screened,7.0453016254378,0.750943980196842,climate_adaptation
Slovenia,Total bilateral allocable aid,32.177720794036,28.0483216368051,climate_adaptation
Slovenia,as % of screened aid,25.8447301861775,14.570604582611,climate_adaptation
Slovenia,Total bilateral non-allocable aid,44.4606259727245,28.5037613874162,climate_adaptation
Spain,Principal objective,6.89408106482099,62.7179461388709,climate_adaptation
Spain,Significant objective,54.8802685256006,158.489982803379,climate_adaptation
Spain,Total of aid focused on policy objective,61.7743495904216,221.20792894225,climate_adaptation
Spain,Not targeted,1068.51125563538,986.205403854437,climate_adaptation
Spain,Not screened,12.3665171334585,0.0151422236642873,climate_adaptation
Spain,Total bilateral allocable aid,1142.65212235926,1207.42847502035,climate_adaptation
Spain,as % of screened aid,5.46537523833017,18.3208121803553,climate_adaptation
Spain,Total bilateral non-allocable aid,525.184390106563,671.25746789509,climate_adaptation
Sweden,Principal objective,200.79749596155,105.222451293018,climate_adaptation
Sweden,Significant objective,315.560025178516,167.977525411845,climate_adaptation
Sweden,Total of aid focused on policy objective,516.357521140067,273.199976704863,climate_adaptation
Sweden,Not targeted,1420.29197289596,1166.88490778347,climate_adaptation
Sweden,Not screened,128.781234633073,32.0860341776823,climate_adaptation
Sweden,Total bilateral allocable aid,2065.4307286691,1472.17091866601,climate_adaptation
Sweden,as % of screened aid,26.6624147906065,18.9711023042876,climate_adaptation
Sweden,Total bilateral non-allocable aid,488.70409326473,353.911059388927,climate_adaptation
Switzerland,Principal objective,90.6160898319777,107.756520159001,climate_adaptation
Switzerland,Significant objective,356.240137239881,198.92397927314,climate_adaptation
Switzerland,Total of aid focused on policy objective,446.856227071858,306.680499432141,climate_adaptation
Switzerland,Not targeted,2087.43458891641,1718.23150178308,climate_adaptation
Switzerland,Not screened,,,climate_adaptation
Switzerland,Total bilateral allocable aid,2534.29081598827,2024.91200121522,climate_adaptation
Switzerland,as % of screened aid,17.6323973654777,15.1453741815986,climate_adaptation
Switzerland,Total bilateral non-allocable aid,1750.80889576362,1387.00172282794,climate_adaptation
United Kingdom,Principal objective,369.6552375681,788.111738104945,climate_adaptation
United Kingdom,Significant objective,1185.7900750219,1715.24702557455,climate_adaptation
United Kingdom,Total of aid focused on policy objective,1555.44531259,2503.35876367949,climate_adaptation
United Kingdom,Not targeted,4041.67696429314,5348.52272513824,climate_adaptation
United Kingdom,Not screened,273.108556311772,678.514464294791,climate_adaptation
United Kingdom,Total bilateral allocable aid,5870.23083319492,8530.39595311252,climate_adaptation
United Kingdom,as % of screened aid,27.7900899005583,31.8822790084728,climate_adaptation
United Kingdom,Total bilateral non-allocable aid,4141.33532053752,4363.2182738969,climate_adaptation
United States,Principal objective,66.1084896178342,285.702469,climate_adaptation
United States,Significant objective,5072.04285513376,4233.342903,climate_adaptation
United States,Total of aid focused on policy objective,5138.1513447516,4519.045372,climate_adaptation
United States,Not targeted,39606.2148956257,41702.648337,climate_adaptation
United States,Not screened,0,,climate_adaptation
United States,Total bilateral allocable aid,44744.3662403773,46221.693709,climate_adaptation
United States,as % of screened aid,11.4833481318033,9.77689264363776,climate_adaptation
United States,Total bilateral non-allocable aid,13965.6050665069,12717.917306,climate_adaptation
Czechia,Principal objective,2.75173171113639,2.49358235114267,climate_adaptation
Czechia,Significant objective,5.47219466298077,10.6292572041909,climate_adaptation
Czechia,Total of aid focused on policy objective,8.22392637411717,13.1228395553335,climate_adaptation
Czechia,Not targeted,64.5129991366459,57.363709429461,climate_adaptation
Czechia,Not screened,1.4065973088267,0.0629147485778511,climate_adaptation
Czechia,Total bilateral allocable aid,74.1435228195897,70.5494637333724,climate_adaptation
Czechia,as % of screened aid,11.3063981139817,18.617508935165,climate_adaptation
Czechia,Total bilateral non-allocable aid,418.308942558819,163.293948815558,climate_adaptation
Greece,Principal objective,0.0094279342069871,,climate_adaptation
Greece,Significant objective,0.00141308503338468,,climate_adaptation
Greece,Total of aid focused on policy objective,0.0108410192403718,0,climate_adaptation
Greece,Not targeted,4.16723638886488,11.5969193995241,climate_adaptation
Greece,Not screened,,,climate_adaptation
Greece,Total bilateral allocable aid,4.17807740810525,11.5969193995241,climate_adaptation
Greece,as % of screened aid,0.259473872344748,0,climate_adaptation
Greece,Total bilateral non-allocable aid,53.1514806773858,54.4446014492754,climate_adaptation
Iceland,Principal objective,2.01941515200306,2.7897916617,climate_adaptation
Iceland,Significant objective,27.1756412522943,22.279397063,climate_adaptation
Iceland,Total of aid focused on policy objective,29.1950564042974,25.0691887247,climate_adaptation
Iceland,Not targeted,43.0686851744088,43.8302808667,climate_adaptation
Iceland,Not screened,,,climate_adaptation
Iceland,Total bilateral allocable aid,72.2637415787062,68.8994695914,climate_adaptation
Iceland,as % of screened aid,40.400698561255,36.3851693973405,climate_adaptation
Iceland,Total bilateral non-allocable aid,19.8141804031848,20.107077318,climate_adaptation
Poland,Principal objective,1.48773503301541,0.723368720784593,climate_adaptation
Poland,Significant objective,7.94460367485096,5.05473730192381,climate_adaptation
Poland,Total of aid focused on policy objective,9.43233870786637,5.7781060227084,climate_adaptation
Poland,Not targeted,137.287080592787,144.245058212791,climate_adaptation
Poland,Not screened,127.981469677928,17.694288881791,climate_adaptation
Poland,Total bilateral allocable aid,274.700888978581,167.717453117291,climate_adaptation
Poland,as % of screened aid,6.42882772629975,3.85147590517301,climate_adaptation
Poland,Total bilateral non-allocable aid,1606.35396404253,579.802287308166,climate_adaptation
Slovak Republic,Principal objective,0.361374731238457,0.215468311,climate_adaptation
Slovak Republic,Significant objective,1.7786522884832,2.003768115,climate_adaptation
Slovak Republic,Total of aid focused on policy objective,2.14002701972166,2.219236426,climate_adaptation
Slovak Republic,Not targeted,32.6472803442042,24.237682084,climate_adaptation
Slovak Republic,Not screened,0.016773798986082,,climate_adaptation
Slovak Republic,Total bilateral allocable aid,34.804081162912,26.45691851,climate_adaptation
Slovak Republic,as % of screened aid,6.15174666246474,8.38811377508378,climate_adaptation
Slovak Republic,Total bilateral non-allocable aid,4.79294873292416,12.853496749,climate_adaptation
Lithuania,Principal objective,,0.01344905905,climate_adaptation
Lithuania,Significant objective,0.425197254129673,7.663593515068,climate_adaptation
Lithuania,Total of aid focused on policy objective,0.425197254129673,7.677042574118,climate_adaptation
Lithuania,Not targeted,21.9826391330863,58.171652516464,climate_adaptation
Lithuania,Not screened,56.6523131167935,12.73003413497,climate_adaptation
Lithuania,Total bilateral allocable aid,79.0601495040095,78.578729225552,climate_adaptation
Lithuania,as % of screened aid,1.8975381950408,11.6586100355632,climate_adaptation
Lithuania,Total bilateral non-allocable aid,39.4882061854276,16.794169736812,climate_adaptation
Latvia,Principal objective,0.0675133389462618,0.0647685485615401,climate_adaptation
Latvia,Significant objective,0.171642730384623,,climate_adaptation
Latvia,Total of aid focused on policy objective,0.239156069330885,0.0647685485615401,climate_adaptation
Latvia,Not targeted,35.9220840950314,9.02135176292451,climate_adaptation
Latvia,Not screened,,0.0584977287475665,climate_adaptation
Latvia,Total bilateral allocable aid,36.1612401643623,9.14461804023362,climate_adaptation
Latvia,as % of screened aid,0.661360252701118,0.712829528348466,climate_adaptation
Latvia,Total bilateral non-allocable aid,46.984631503333,16.0796440254813,climate_adaptation
Australia,Principal objective,,,desertification
Australia,Significant objective,60.4459488751015,2.09887794272895,desertification
Australia,Total of aid focused on policy objective,60.4459488751015,2.09887794272895,desertification
Australia,Not targeted,2426.53435722724,2339.20516838927,desertification
Australia,Not screened,,,desertification
Australia,Total bilateral allocable aid,2486.98030610234,2341.304046332,desertification
Australia,as % of screened aid,2.43049567890764,0.0896456804069151,desertification
Australia,Total bilateral non-allocable aid,287.833151111826,661.839305760095,desertification
Austria,Principal objective,3.41612923375141,4.92104693921696,desertification
Austria,Significant objective,16.0955226544645,17.307649091499,desertification
Austria,Total of aid focused on policy objective,19.5116518882159,22.228696030716,desertification
Austria,Not targeted,449.542897114483,417.843055797102,desertification
Austria,Not screened,0.281399136209114,0.0178297966688298,desertification
Austria,Total bilateral allocable aid,469.335948138908,440.089581624486,desertification
Austria,as % of screened aid,4.15978310618701,5.05115266735257,desertification
Austria,Total bilateral non-allocable aid,549.653010683639,402.275709658231,desertification
Belgium,Principal objective,15.1596497756115,6.45389874540342,desertification
Belgium,Significant objective,80.9087116046637,98.392554899416,desertification
Belgium,Total of aid focused on policy objective,96.0683613802752,104.846453644819,desertification
Belgium,Not targeted,627.166016249979,470.163579439758,desertification
Belgium,Not screened,258.053612380252,307.593618083496,desertification
Belgium,Total bilateral allocable aid,981.287990010506,882.603651168073,desertification
Belgium,as % of screened aid,13.2831574869342,18.233847691732,desertification
Belgium,Total bilateral non-allocable aid,458.736113675234,569.393786545533,desertification
Canada,Principal objective,0,1.45985401459854,desertification
Canada,Significant objective,55.9812196567412,24.0310802919693,desertification
Canada,Total of aid focused on policy objective,55.9812196567412,25.4909343065679,desertification
Canada,Not targeted,4684.52782209338,3253.57635894223,desertification
Canada,Not screened,,24.4889436747336,desertification
Canada,Total bilateral allocable aid,4740.50904175012,3303.55623692353,desertification
Canada,as % of screened aid,1.18091156801325,0.777383689534236,desertification
Canada,Total bilateral non-allocable aid,2022.10395962474,2129.46806473288,desertification
Denmark,Principal objective,0,8.7015793366496,desertification
Denmark,Significant objective,0.742834966236825,18.8843850158804,desertification
Denmark,Total of aid focused on policy objective,0.742834966236825,27.58596435253,desertification
Denmark,Not targeted,1254.86632154323,1952.98727113976,desertification
Denmark,Not screened,337.570552438699,28.4571638115818,desertification
Denmark,Total bilateral allocable aid,1593.17970894817,2009.03039930387,desertification
Denmark,as % of screened aid,0.0591613212109626,1.39282728142457,desertification
Denmark,Total bilateral non-allocable aid,382.183728937809,352.193325601497,desertification
EU Institutions,Principal objective,63.3465977611215,70.3006705602423,desertification
EU Institutions,Significant objective,1522.7721307261,1157.63556132382,desertification
EU Institutions,Total of aid focused on policy objective,1586.11872848722,1227.93623188406,desertification
EU Institutions,Not targeted,19714.6973057571,21397.8602314514,desertification
EU Institutions,Not screened,,,desertification
EU Institutions,Total bilateral allocable aid,21300.8160342443,22625.7964633355,desertification
EU Institutions,as % of screened aid,7.44628152244162,5.42715141044381,desertification
EU Institutions,Total bilateral non-allocable aid,22307.0150630274,20301.1546201601,desertification
Finland,Principal objective,,,desertification
Finland,Significant objective,0.435738481442763,1.90644927536232,desertification
Finland,Total of aid focused on policy objective,0.435738481442763,1.90644927536232,desertification
Finland,Not targeted,558.795141984358,407.808811226476,desertification
Finland,Not screened,6.35792009677256,1.7431692497188,desertification
Finland,Total bilateral allocable aid,565.588800562573,411.458429751557,desertification
Finland,as % of screened aid,0.0779174571117788,0.46531078022996,desertification
Finland,Total bilateral non-allocable aid,315.605610733284,338.635994711346,desertification
Germany,Principal objective,34.0035276029038,45.10001756736,desertification
Germany,Significant objective,754.128599132404,1152.87286792176,desertification
Germany,Total of aid focused on policy objective,788.132126735307,1197.97288548912,desertification
Germany,Not targeted,19493.5179974276,14428.7609342951,desertification
Germany,Not screened,483.810085344768,2819.73385245045,desertification
Germany,Total bilateral allocable aid,20765.4602095077,18446.4676722347,desertification
Germany,as % of screened aid,3.88593690311397,7.66617579402567,desertification
Germany,Total bilateral non-allocable aid,11263.1643242879,10389.0330425507,desertification
Ireland,Principal objective,2.53156479923354,7.55956197274497,desertification
Ireland,Significant objective,32.101149449501,40.2438080544314,desertification
Ireland,Total of aid focused on policy objective,34.6327142487346,47.8033700271764,desertification
Ireland,Not targeted,518.987554849197,579.113398943189,desertification
Ireland,Not screened,87.104028699148,22.2065371079386,desertification
Ireland,Total bilateral allocable aid,640.724297797079,649.123306078304,desertification
Ireland,as % of screened aid,6.25568032492111,7.62515415015739,desertification
Ireland,Total bilateral non-allocable aid,1602.56954940478,1132.1576951287,desertification
Italy,Principal objective,49.886505280584,4.73279039584685,desertification
Italy,Significant objective,49.6583873274049,206.331321609345,desertification
Italy,Total of aid focused on policy objective,99.5448926079889,211.064112005191,desertification
Italy,Not targeted,759.098869870552,1524.07976418091,desertification
Italy,Not screened,275.411597832481,281.242550811162,desertification
Italy,Total bilateral allocable aid,1134.05536031102,2016.38642699726,desertification
Italy,as % of screened aid,11.5932703360757,12.1640697870609,desertification
Italy,Total bilateral non-allocable aid,1580.83597130466,1996.7029703926,desertification
Japan,Principal objective,6.08569454586892,5.99430011417086,desertification
Japan,Significant objective,7.55933091766608,178.409449836998,desertification
Japan,Total of aid focused on policy objective,13.645025463535,184.403749951169,desertification
Japan,Not targeted,24796.9953333641,13224.9205414974,desertification
Japan,Not screened,802.001525203243,849.843594091576,desertification
Japan,Total bilateral allocable aid,25612.6418840309,14259.1678855402,desertification
Japan,as % of screened aid,0.0549966678255449,1.37519047151963,desertification
Japan,Total bilateral non-allocable aid,1323.50308154759,691.381700888208,desertification
Korea,Principal objective,0.0847171580543254,33.085737,desertification
Korea,Significant objective,45.6679267420257,94.774869,desertification
Korea,Total of aid focused on policy objective,45.75264390008,127.860606,desertification
Korea,Not targeted,4515.59078490788,5746.600629,desertification
Korea,Not screened,118.329046357934,2.800163,desertification
Korea,Total bilateral allocable aid,4679.67247516589,5877.261398,desertification
Korea,as % of screened aid,1.00305194323061,2.17655034027984,desertification
Korea,Total bilateral non-allocable aid,129.933866651792,132.988955,desertification
Luxembourg,Principal objective,0.411840818934294,0.263649000404499,desertification
Luxembourg,Significant objective,12.423797129126,16.9225969065953,desertification
Luxembourg,Total of aid focused on policy objective,12.8356379480603,17.1862459069998,desertification
Luxembourg,Not targeted,392.113844985518,362.389647310168,desertification
Luxembourg,Not screened,0,,desertification
Luxembourg,Total bilateral allocable aid,404.949482933579,379.575893217167,desertification
Luxembourg,as % of screened aid,3.1696886868641,4.5277495789668,desertification
Luxembourg,Total bilateral non-allocable aid,35.8299206478804,41.1013316890007,desertification
Netherlands,Principal objective,114.377941809264,5.0779957061,desertification
Netherlands,Significant objective,66.6820937444748,39.507454743504,desertification
